id,XA,XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,XV,class
2454,3,3,4,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2455,3,1,8,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2456,4,1,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2457,3,3,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
2458,3,1,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
2459,3,1,1,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2460,3,3,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2461,3,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,1,5,7,class_2
2462,4,1,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2463,3,3,4,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,1,6,7,class_2
2464,3,3,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,1,5,7,class_2
2465,4,1,1,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2466,3,1,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2467,4,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,2,5,7,class_2
2468,3,3,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2469,3,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2470,3,3,4,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2471,4,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2472,3,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2473,3,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2474,3,3,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2475,3,3,4,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2476,3,3,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2477,3,3,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2478,3,3,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,6,1,6,7,class_2
2479,4,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,5,class_1
2480,3,4,4,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,4,1,class_2
2481,3,1,4,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2482,3,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,1,6,7,class_2
2483,3,4,6,2,3,3,2,2,9,1,1,4,4,8,8,1,3,2,6,2,4,7,class_1
2484,3,3,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2485,3,1,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2486,3,3,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,2,6,7,class_2
2487,3,3,8,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2488,3,4,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,4,1,class_2
2489,4,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,2,5,7,class_2
2490,3,3,4,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,5,7,class_2
2491,3,3,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2492,3,1,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
2493,3,3,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2494,3,3,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2495,3,1,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
2496,4,3,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,class_1
2497,4,1,1,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,2,6,7,class_2
2498,3,1,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,1,6,7,class_2
2499,3,1,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2500,3,3,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2501,4,4,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,4,1,class_2
2502,3,1,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,1,1,class_2
2503,3,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2504,4,1,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2505,3,3,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2506,3,3,8,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2507,3,3,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2508,4,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2509,3,1,4,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2510,4,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2511,4,1,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2512,3,3,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2513,3,4,9,2,3,3,2,2,8,1,1,4,4,8,8,1,3,2,6,2,4,7,class_1
2514,4,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2515,4,1,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2516,4,1,1,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2517,3,3,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2518,3,1,8,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
2519,4,4,9,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,4,1,class_2
2520,3,3,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2521,3,1,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2522,4,1,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2523,4,1,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2524,3,3,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,1,6,7,class_2
2525,3,3,4,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2526,3,3,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2527,3,1,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2528,3,3,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2529,3,3,1,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,5,7,class_2
2530,4,1,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2531,3,3,4,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2532,3,3,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2533,3,3,1,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2534,3,1,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
2535,4,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2536,3,3,8,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2537,3,1,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
2538,3,3,8,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2539,3,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2540,3,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,7,class_1
2541,3,1,6,2,3,3,2,2,2,1,1,4,4,8,8,1,3,2,6,2,4,7,class_1
2542,3,1,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2543,4,1,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,6,7,class_2
2544,3,1,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2545,3,3,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2546,3,3,4,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2547,4,1,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2548,3,1,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2549,3,1,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2550,3,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2551,3,3,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2552,4,1,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,6,7,class_2
2553,4,1,1,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2554,4,1,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2555,3,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,6,7,class_2
2556,3,3,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2557,3,3,8,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2558,4,1,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2559,3,3,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2560,3,3,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2561,3,1,9,2,3,3,1,2,5,1,1,4,4,8,8,1,3,2,6,1,5,7,class_1
2562,4,1,1,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2563,3,3,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2564,3,3,1,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2565,4,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2566,3,1,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2567,3,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
2568,3,3,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2569,4,1,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2570,4,3,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2571,3,1,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2572,3,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,1,class_1
2573,3,3,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2574,3,3,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2575,3,3,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,1,5,7,class_2
2576,3,3,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2577,3,3,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2578,3,3,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,1,6,7,class_2
2579,3,1,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2580,3,3,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2581,3,3,8,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2582,3,3,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2583,4,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2584,4,1,1,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2585,4,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2586,3,3,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2587,3,3,4,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,2,6,7,class_2
2588,3,1,8,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2589,4,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2590,4,1,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2591,3,3,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
2592,3,3,1,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2593,4,1,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2594,4,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2595,3,1,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
2596,3,1,4,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2597,3,3,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2598,3,1,4,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2599,3,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2600,3,3,4,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,1,5,7,class_2
2601,4,1,1,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2602,4,1,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2603,3,3,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2604,3,1,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,1,6,7,class_2
2605,4,1,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,2,5,7,class_2
2606,3,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,4,class_1
2607,3,1,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2608,4,1,1,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2609,3,1,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2610,3,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2611,3,3,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2612,4,3,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2613,4,1,1,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2614,3,1,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2615,4,1,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2616,3,3,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2617,3,3,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,2,6,7,class_2
2618,3,3,4,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
2619,3,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,2,6,7,class_2
2620,3,3,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2621,4,1,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2622,3,3,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2623,3,1,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2624,4,1,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2625,3,3,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2626,3,1,4,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2627,3,3,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
2628,3,1,4,2,3,3,1,2,5,1,1,4,4,8,8,1,3,2,6,2,5,7,class_1
2629,4,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2630,3,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2631,4,4,1,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,1,1,class_2
2632,4,1,1,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,2,5,7,class_2
2633,3,3,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2634,4,3,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2635,3,3,4,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
2636,4,3,8,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2637,3,3,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,6,7,class_2
2638,3,1,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2639,4,1,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2640,3,3,1,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2641,4,1,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2642,3,3,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2643,3,3,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2644,4,3,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2645,3,3,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2646,3,1,4,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
2647,4,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
2648,4,1,9,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,4,1,class_2
2649,3,3,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2650,3,1,4,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2651,4,3,8,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,6,7,class_2
2652,3,1,8,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2653,3,3,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2654,4,3,1,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,1,6,7,class_2
2655,3,3,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2656,4,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2657,3,3,8,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2658,3,3,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2659,3,3,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2660,3,1,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2661,3,1,8,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,2,5,7,class_2
2662,3,1,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,2,5,7,class_2
2663,4,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2664,3,1,4,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2665,3,1,4,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2666,3,3,4,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2667,3,3,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2668,3,1,8,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2669,3,1,8,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2670,3,1,4,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2671,3,1,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2672,4,1,1,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2673,3,1,8,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,5,7,class_2
2674,4,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2675,4,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,1,5,7,class_2
2676,4,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2677,3,1,4,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,1,5,7,class_2
2678,3,1,8,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2679,3,3,8,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
2680,4,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,6,7,class_2
2681,4,1,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
2682,3,3,1,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2683,4,1,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2684,3,1,6,2,3,3,1,2,8,1,1,4,4,8,8,1,3,2,6,2,5,7,class_1
2685,3,1,8,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,1,6,7,class_2
2686,3,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
2687,3,3,8,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2688,4,1,1,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,5,7,class_2
2689,4,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,1,6,7,class_2
2690,3,3,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2691,4,4,1,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,2,1,1,class_2
2692,3,3,4,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2693,3,3,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,5,7,class_2
2694,3,3,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,5,7,class_2
2695,4,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2696,3,1,8,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,6,7,class_2
2697,4,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
2698,3,1,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,1,class_1
2699,3,3,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
2700,3,1,4,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2701,3,1,8,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
2702,3,1,8,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2703,3,3,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,1,5,7,class_2
2704,4,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,6,7,class_2
2705,4,1,1,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
2706,3,3,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,1,5,7,class_2
2707,3,1,8,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
2708,3,3,8,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,1,5,7,class_2
2709,3,3,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,1,6,7,class_2
2710,3,3,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2711,3,3,1,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,1,5,7,class_2
2712,3,3,8,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
2713,3,1,8,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2714,3,1,8,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,1,6,7,class_2
2715,3,3,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,5,7,class_2
2716,3,3,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,1,6,7,class_2
2717,3,1,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,6,7,class_2
2718,4,1,8,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,2,5,7,class_2
2719,4,1,1,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,1,6,7,class_2
2720,3,3,8,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,5,7,class_2
2721,3,1,1,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,2,5,7,class_2
2722,3,3,8,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2723,4,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
2724,3,3,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,2,5,7,class_2
2725,4,3,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,1,5,7,class_2
2726,3,3,1,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,1,6,7,class_2
